"","WT.GSM130365","WT.GSM130366","WT.GSM130367","KO.GSM130368","KO.GSM130369","KO.GSM130370"
"99386_at",2.65535182861255,2.72246602447109,3.63226821549951,3.30742852519225,2.29278174922785,3.01792190799726
"99387_at",4.63226821549951,6.27239650903748,4.96347412397489,4.32912359629157,4.7279204545632,6.48058827023386
"99388_at",7.94661390541276,8.57213175138666,7.91169158187234,8.07521171134824,8.19229281447077,8.07307041961431
"99389_at",8.15532422905059,7.8814199080924,7.45779126025604,7.71287086768991,8.20701432017753,7.81634370528486
"99390_at",3.98185265328974,3.73335434061383,5.91408609701272,6.33091687811462,5.85798099512757,3.70043971814109
"99391_at",6.64241277290506,7.06069593168755,8.10643207781693,7.81954046050572,7.18289089274548,6.0746766862945
"99392_at",4.51727569320958,4.24792751344359,3.97269265400426,3.33628338786443,3.8972404255748,2.51096191927738
"99393_at",4.30742852519225,2.96347412397489,6.4262647547021,4.79181407116183,3.79701297783614,4.06177619758669
"99394_at",7.14363830992204,7.44128427192704,5.96116025813664,7.63299519714296,7.58120058192496,7.11894107272351
"99395_at",5.31831684133498,6.99887245399427,4.87282875953489,4.91169158187234,6.48542682717024,4.65535182861255
"99396_at",4.81249822533356,5.12928301694497,5.4093909361377,7.02347715183043,4.5668151540109,6.25738784269265
"99397_at",8.28401434473801,8.9614496943982,8.74584236256046,8.57893871309339,8.77445763956529,8.62058641045188
"99398_at",3.26303440583379,4.09592441999854,4.66106547980695,3.29278174922785,3.8073549220576,4.64385618977472
"99399_at",7.98356369722332,8.46842040186455,8.46188866443282,8.22351908679073,8.06716542701711,7.96289600533726
"99400_at",4.27052894238072,4.49185309632967,3.16992500144231,4,4.62058641045188,5.91169158187234
"99401_at",3.33628338786443,6.44128427192704,5.13750352374993,5.32553033156756,3.79701297783614,3.32192809488736
"99402_at",5.60288440871842,2.16992500144231,2.63226821549951,3.24792751344359,4.01792190799726,1.88752527074159
"99403_at",3.51096191927738,5.81506301719287,2.74416109557041,2.74416109557041,1.76553474636298,1.13750352374994
"99404_at",4.70597790168252,6.40258575823259,5.0703893278914,5.98868468677217,3.10433665981474,2.65535182861255
"99405_at",7.656782364219,7.13955135239879,7.76686014382955,7.06069593168755,6.44128427192704,7.47735352663456
"99406_at",6.35226417325832,7.64673869830785,7.20847824221171,7.59842476052772,7.22207035524718,5.24792751344359
"99407_at",6.14771372235215,7.78332568481352,5.50462039240355,7.29920801838728,7.43045255166553,6.22496636500027
"99408_at",5.46270675067016,5.62935662007961,6.22110372536788,5.85549144310187,8.17642251304224,7.49825086752783
